   1.090000e+09,  -7.792464e+00,  -1.799220e+01,  -7.894945e-01,  7.200896e+01,  -7.897566e-01,  7.200896e+01,  -7.792464e+00,  -1.798987e+01
   1.180000e+09,  -7.126381e+00,  -2.743672e+01,  -9.354386e-01,  6.256432e+01,  -9.357445e-01,  6.256432e+01,  -7.126381e+00,  -2.743465e+01
   1.270000e+09,  -6.482972e+00,  -3.706497e+01,  -1.105415e+00,  5.293588e+01,  -1.105768e+00,  5.293588e+01,  -6.482972e+00,  -3.706328e+01
   1.360000e+09,  -5.853922e+00,  -4.690160e+01,  -1.306198e+00,  4.309900e+01,  -1.306600e+00,  4.309900e+01,  -5.853922e+00,  -4.690039e+01
   1.450000e+09,  -5.234496e+00,  -5.696734e+01,  -1.546348e+00,  3.303297e+01,  -1.546803e+00,  3.303297e+01,  -5.234496e+00,  -5.696673e+01
   1.540000e+09,  -4.623651e+00,  -6.727587e+01,  -1.836362e+00,  2.272409e+01,  -1.836872e+00,  2.272409e+01,  -4.623651e+00,  -6.727595e+01
   1.630000e+09,  -4.024042e+00,  -7.782985e+01,  -2.188696e+00,  1.216973e+01,  -2.189263e+00,  1.216973e+01,  -4.024042e+00,  -7.783070e+01
   1.720000e+09,  -3.441732e+00,  -8.861640e+01,  -2.617567e+00,  1.382761e+00,  -2.618193e+00,  1.382761e+00,  -3.441732e+00,  -8.861808e+01
   1.810000e+09,  -2.885483e+00,  -9.960287e+01,  -3.138467e+00,  -9.604148e+00,  -3.139154e+00,  -9.604148e+00,  -2.885483e+00,  -9.960543e+01
   1.900000e+09,  -2.365547e+00,  -1.107342e+02,  -3.767372e+00,  -2.073588e+01,  -3.768121e+00,  -2.073588e+01,  -2.365547e+00,  -1.107376e+02
   1.990000e+09,  -1.892076e+00,  -1.219330e+02,  -4.519797e+00,  -3.193521e+01,  -4.520609e+00,  -3.193521e+01,  -1.892076e+00,  -1.219374e+02
   2.080000e+09,  -1.473437e+00,  -1.331048e+02,  -5.410000e+00,  -4.310741e+01,  -5.410874e+00,  -4.310741e+01,  -1.473437e+00,  -1.331100e+02
   2.170000e+09,  -1.114827e+00,  -1.441459e+02,  -6.450795e+00,  -5.414895e+01,  -6.451731e+00,  -5.414895e+01,  -1.114827e+00,  -1.441520e+02
   2.260000e+09,  -8.175705e-01,  -1.549553e+02,  -7.654468e+00,  -6.495874e+01,  -7.655462e+00,  -6.495874e+01,  -8.175705e-01,  -1.549621e+02
   2.350000e+09,  -5.792363e-01,  -1.654454e+02,  -9.035161e+00,  -7.544917e+01,  -9.036209e+00,  -7.544917e+01,  -5.792363e-01,  -1.654529e+02
   2.440000e+09,  -3.944544e-01,  -1.755503e+02,  -1.061306e+01,  -8.555440e+01,  -1.061416e+01,  -8.555440e+01,  -3.944544e-01,  -1.755585e+02
   2.530000e+09,  -2.560818e-01,  1.747696e+02,  -1.242091e+01,  -9.523476e+01,  -1.242203e+01,  -9.523476e+01,  -2.560818e-01,  1.747609e+02
   2.620000e+09,  -1.563697e-01,  1.655262e+02,  -1.451371e+01,  -1.044785e+02,  -1.451482e+01,  -1.044785e+02,  -1.563697e-01,  1.655169e+02
   2.710000e+09,  -8.789945e-02,  1.566998e+02,  -1.698135e+01,  -1.133051e+02,  -1.698236e+01,  -1.133051e+02,  -8.789945e-02,  1.566900e+02
   2.800000e+09,  -4.428327e-02,  1.482164e+02,  -1.993721e+01,  -1.217886e+02,  -1.993793e+01,  -1.217886e+02,  -4.428327e-02,  1.482064e+02
   2.890000e+09,  -2.163509e-02,  1.397496e+02,  -2.303725e+01,  -1.302553e+02,  -2.303689e+01,  -1.302553e+02,  -2.163509e-02,  1.397397e+02
   2.980000e+09,  -6.066710e-01,  1.553325e+02,  -8.849903e+00,  6.531725e+01,  -8.846329e+00,  6.531725e+01,  -6.066710e-01,  1.553020e+02
   3.070000e+09,  -6.488459e-03,  1.272318e+02,  -2.825939e+01,  3.722556e+01,  -2.825995e+01,  3.722556e+01,  -6.488459e-03,  1.272193e+02
   3.160000e+09,  -1.667238e-02,  1.198445e+02,  -2.416523e+01,  2.983837e+01,  -2.416717e+01,  2.983837e+01,  -1.667238e-02,  1.198322e+02
   3.250000e+09,  -3.479964e-02,  1.130377e+02,  -2.097836e+01,  2.303149e+01,  -2.098061e+01,  2.303149e+01,  -3.479964e-02,  1.130252e+02
   3.340000e+09,  -6.014900e-02,  1.065204e+02,  -1.861440e+01,  1.651404e+01,  -1.861680e+01,  1.651404e+01,  -6.014900e-02,  1.065077e+02
   3.430000e+09,  -9.289788e-02,  1.001945e+02,  -1.674290e+01,  1.018799e+01,  -1.674540e+01,  1.018799e+01,  -9.289788e-02,  1.001815e+02
   3.520000e+09,  -1.339771e-01,  9.399296e+01,  -1.517305e+01,  3.986337e+00,  -1.517565e+01,  3.986337e+00,  -1.339771e-01,  9.397971e+01
   3.610000e+09,  -1.851937e-01,  8.785456e+01,  -1.379250e+01,  -2.152214e+00,  -1.379520e+01,  -2.152214e+00,  -1.851937e-01,  8.784102e+01
   3.700000e+09,  -2.494855e-01,  8.171552e+01,  -1.253014e+01,  -8.291410e+00,  -1.253293e+01,  -8.291410e+00,  -2.494855e-01,  8.170167e+01
   3.790000e+09,  -3.313695e-01,  7.550475e+01,  -1.133791e+01,  -1.450235e+01,  -1.134079e+01,  -1.450235e+01,  -3.313695e-01,  7.549055e+01
   3.880000e+09,  -4.377028e-01,  6.913909e+01,  -1.018158e+01,  -2.086820e+01,  -1.018455e+01,  -2.086820e+01,  -4.377028e-01,  6.912451e+01
   3.970000e+09,  -5.789683e-01,  6.251778e+01,  -9.036035e+00,  -2.748974e+01,  -9.039092e+00,  -2.748974e+01,  -5.789683e-01,  6.250275e+01
   4.060000e+09,  -7.714704e-01,  5.551548e+01,  -7.883103e+00,  -3.449231e+01,  -7.886251e+00,  -3.449231e+01,  -7.714704e-01,  5.549991e+01
   4.150000e+09,  -1.041149e+00,  4.797403e+01,  -6.711276e+00,  -4.203407e+01,  -6.714513e+00,  -4.203407e+01,  -1.041149e+00,  4.795783e+01
   4.240000e+09,  -1.430333e+00,  3.969436e+01,  -5.517365e+00,  -5.031414e+01,  -5.520690e+00,  -5.031414e+01,  -1.430333e+00,  3.967736e+01
   4.330000e+09,  -2.009920e+00,  3.043358e+01,  -4.310619e+00,  -5.957545e+01,  -4.314032e+00,  -5.957545e+01,  -2.009920e+00,  3.041553e+01
   4.420000e+09,  -2.901787e+00,  1.992075e+01,  -3.119845e+00,  -7.008900e+01,  -3.123343e+00,  -7.008900e+01,  -2.901787e+00,  1.990124e+01
   4.510000e+09,  -4.322056e+00,  7.918026e+00,  -2.002413e+00,  -8.209283e+01,  -2.005995e+00,  -8.209283e+01,  -4.322056e+00,  7.896314e+00
   4.600000e+09,  -6.679069e+00,  -5.640663e+00,  -1.048527e+00,  -9.565344e+01,  -1.052189e+00,  -9.565344e+01,  -6.679069e+00,  -5.666227e+00
   4.690000e+09,  -1.090889e+01,  -2.045248e+01,  -3.655262e-01,  -1.104697e+02,  -3.692673e-01,  -1.104697e+02,  -1.090889e+01,  -2.048692e+01
   4.780000e+09,  -2.115316e+01,  -3.574206e+01,  -3.152167e-02,  -1.257830e+02,  -3.533867e-02,  -1.257830e+02,  -2.115316e+01,  -3.582398e+01
   4.870000e+09,  -1.968179e+01,  1.293716e+02,  -4.503931e-02,  -1.406079e+02,  -4.892910e-02,  -1.406079e+02,  -1.968179e+01,  1.294126e+02
   4.960000e+09,  -1.141198e+01,  1.158260e+02,  -3.236829e-01,  -1.541714e+02,  -3.276422e-01,  -1.541714e+02,  -1.141198e+01,  1.158312e+02
   5.050000e+09,  -7.968696e+00,  1.038438e+02,  -7.533122e-01,  -1.661576e+02,  -7.573373e-01,  -1.661576e+02,  -7.968696e+00,  1.038410e+02
   5.140000e+09,  -6.057200e+00,  9.337648e+01,  -1.235212e+00,  -1.766269e+02,  -1.239299e+00,  -1.766269e+02,  -6.057200e+00,  9.336980e+01
   5.230000e+09,  -4.885727e+00,  8.418433e+01,  -1.702696e+00,  1.741798e+02,  -1.706841e+00,  1.741798e+02,  -4.885727e+00,  8.417524e+01
   5.320000e+09,  -4.132866e+00,  7.598762e+01,  -2.117010e+00,  1.659822e+02,  -2.121208e+00,  1.659822e+02,  -4.132866e+00,  7.597673e+01
   5.410000e+09,  -3.640461e+00,  6.853041e+01,  -2.457972e+00,  1.585242e+02,  -2.462219e+00,  1.585242e+02,  -3.640461e+00,  6.851798e+01
   5.500000e+09,  -3.323250e+00,  6.159699e+01,  -2.716248e+00,  1.515901e+02,  -2.720538e+00,  1.515901e+02,  -3.323250e+00,  6.158316e+01
   5.590000e+09,  -3.133397e+00,  5.500879e+01,  -2.888432e+00,  1.450012e+02,  -2.892761e+00,  1.450012e+02,  -3.133397e+00,  5.499356e+01
   5.680000e+09,  -3.044398e+00,  4.861543e+01,  -2.974287e+00,  1.386071e+02,  -2.978648e+00,  1.386071e+02,  -3.044398e+00,  4.859876e+01
   5.770000e+09,  -3.043296e+00,  4.228548e+01,  -2.975360e+00,  1.322764e+02,  -2.979746e+00,  1.322764e+02,  -3.043296e+00,  4.226723e+01
   5.860000e+09,  -3.126989e+00,  3.589852e+01,  -2.894461e+00,  1.258885e+02,  -2.898867e+00,  1.258885e+02,  -3.126989e+00,  3.587848e+01
   5.950000e+09,  -3.300911e+00,  2.933890e+01,  -2.735712e+00,  1.193278e+02,  -2.740131e+00,  1.193278e+02,  -3.300911e+00,  2.931679e+01
   6.040000e+09,  -3.579362e+00,  2.249152e+01,  -2.505025e+00,  1.124792e+02,  -2.509450e+00,  1.124792e+02,  -3.579362e+00,  2.246692e+01
   6.130000e+09,  -3.987374e+00,  1.524003e+01,  -2.210969e+00,  1.052262e+02,  -2.215391e+00,  1.052262e+02,  -3.987374e+00,  1.521235e+01
   6.220000e+09,  -4.564368e+00,  7.468790e+00,  -1.865944e+00,  9.745299e+01,  -1.870357e+00,  9.745299e+01,  -4.564368e+00,  7.437183e+00
   6.310000e+09,  -5.370433e+00,  -9.294318e-01,  -1.487504e+00,  8.905214e+01,  -1.491897e+00,  8.905214e+01,  -5.370433e+00,  -9.662865e-01
   6.400000e+09,  -6.497142e+00,  -1.003791e+01,  -1.099309e+00,  7.993998e+01,  -1.103674e+00,  7.993998e+01,  -6.497142e+00,  -1.008214e+01
   6.490000e+09,  -8.088378e+00,  -1.989185e+01,  -7.307951e-01,  7.008048e+01,  -7.351211e-01,  7.008048e+01,  -8.088378e+00,  -1.994720e+01
   6.580000e+09,  -1.038939e+01,  -3.045029e+01,  -4.142496e-01,  5.951270e+01,  -4.185260e-01,  5.951270e+01,  -1.038939e+01,  -3.052431e+01
   6.670000e+09,  -1.390032e+01,  -4.157620e+01,  -1.785065e-01,  4.836799e+01,  -1.827214e-01,  4.836799e+01,  -1.390032e+01,  -4.168782e+01
   6.760000e+09,  -2.011554e+01,  -5.302973e+01,  -4.042625e-02,  3.685786e+01,  -4.456674e-02,  3.685786e+01,  -2.011554e+01,  -5.325455e+01
   6.850000e+09,  -6.306623e+01,  -4.939584e+01,  2.023831e-03,  2.522260e+01,  -2.028119e-03,  2.522260e+01,  -6.306623e+01,  -8.015896e+01
   6.940000e+09,  -2.146296e+01,  1.035366e+02,  -2.914641e-02,  1.365556e+01,  -3.309415e-02,  1.365556e+01,  -2.146296e+01,  1.037745e+02
